Receiver,Sender,USD,Migrants From,Migrants To,Migrants
Bulgaria,Liechtenstein,5526.564494,Bulgaria,Liechtenstein,20
Bulgaria,Lithuania,161672.0428,Bulgaria,Lithuania,140
Bulgaria,Luxembourg,1403753.801,Bulgaria,Luxembourg,1710
Bulgaria,Malta,807162.4867,Bulgaria,Malta,2729
Bulgaria,Mexico,418242.4217,Bulgaria,Mexico,282
Bulgaria,Mongolia,20690.43782,Bulgaria,Mongolia,15
Bulgaria,Montenegro,0,Bulgaria,Montenegro,77
Bulgaria,Namibia,0,Bulgaria,Namibia,30
Bulgaria,Netherlands,29966321.59,Bulgaria,Netherlands,30691
Bulgaria,Nicaragua,94584.85861,Bulgaria,Nicaragua,62
Bulgaria,Norway,8511528.842,Bulgaria,Norway,7293
Bulgaria,Panama,94554.47945,Bulgaria,Panama,87
Bulgaria,Peru,118231.0733,Bulgaria,Peru,126
Bulgaria,Poland,2858996.952,Bulgaria,Poland,2280
Bulgaria,Portugal,8352297.589,Bulgaria,Portugal,5940
Bulgaria,Republic of Moldova,183258.1636,Bulgaria,Republic of Moldova,113
Bulgaria,Romania,27707172.62,Bulgaria,Romania,11846
Bulgaria,Russian Federation,8559775.639,Bulgaria,Russian Federation,5836
Bulgaria,Serbia,2958732.608,Bulgaria,Serbia,1155
Bulgaria,Slovakia,2028937.506,Bulgaria,Slovakia,2596
Bulgaria,Slovenia,2685819.736,Bulgaria,Slovenia,1398
Bulgaria,South Africa,5710560.838,Bulgaria,South Africa,4738
Bulgaria,Spain,255072529.6,Bulgaria,Spain,119741
Bulgaria,Sweden,12980956.12,Bulgaria,Sweden,9869
Bulgaria,Switzerland,10067378.03,Bulgaria,Switzerland,8600
Bulgaria,Turkey,1085023883,Bulgaria,Turkey,661438
Bulgaria,Ukraine,3047405.913,Bulgaria,Ukraine,1760
Bulgaria,United States of America,122550113.4,Bulgaria,United States of America,64474
Bulgaria,Venezuela (Bolivarian Republic of),171435.0562,Bulgaria,Venezuela (Bolivarian Republic of),133
Burkina Faso,Argentina,52643.58504,Burkina Faso,Argentina,11
Burkina Faso,Australia,261072.2327,Burkina Faso,Australia,63
Burkina Faso,Austria,600312.6394,Burkina Faso,Austria,159
Burkina Faso,Belgium,0,Burkina Faso,Belgium,1664
Burkina Faso,Benin,17304316.71,Burkina Faso,Benin,12920
Burkina Faso,Brazil,74225.34917,Burkina Faso,Brazil,31
Burkina Faso,Bulgaria,42374.98693,Burkina Faso,Bulgaria,13
Burkina Faso,Canada,3533657.813,Burkina Faso,Canada,2130
Burkina Faso,Côte d'Ivoire,0,Burkina Faso,Côte d'Ivoire,1376350
Burkina Faso,Denmark,504776.9162,Burkina Faso,Denmark,131
Burkina Faso,Egypt,148146.5123,Burkina Faso,Egypt,64
Burkina Faso,Finland,46979.41017,Burkina Faso,Finland,29
Burkina Faso,France,40046696.57,Burkina Faso,France,9997
Burkina Faso,Gabon,20671508.89,Burkina Faso,Gabon,7024
Burkina Faso,Germany,9228313.301,Burkina Faso,Germany,2396
Burkina Faso,Ghana,192622405.1,Burkina Faso,Ghana,67431
Burkina Faso,Greece,15041.39781,Burkina Faso,Greece,35
Burkina Faso,Guinea,523405.1071,Burkina Faso,Guinea,564
Burkina Faso,Hungary,0,Burkina Faso,Hungary,12
Burkina Faso,Iceland,5173.013477,Burkina Faso,Iceland,
Burkina Faso,Ireland,91701.18548,Burkina Faso,Ireland,8
Burkina Faso,Italy,46746245.54,Burkina Faso,Italy,13683
Burkina Faso,Liberia,398131.0979,Burkina Faso,Liberia,195
Burkina Faso,Liechtenstein,0,Burkina Faso,Liechtenstein,1
Burkina Faso,Luxembourg,18907.08783,Burkina Faso,Luxembourg,69
Burkina Faso,Mali,41672672.78,Burkina Faso,Mali,62291
Burkina Faso,Namibia,0,Burkina Faso,Namibia,73
Burkina Faso,Netherlands,1867760.759,Burkina Faso,Netherlands,413
Burkina Faso,Niger,34227261.84,Burkina Faso,Niger,24683
Burkina Faso,Norway,170179.1168,Burkina Faso,Norway,32
Burkina Faso,Romania,0,Burkina Faso,Romania,64
Burkina Faso,Russian Federation,1500315.627,Burkina Faso,Russian Federation,443
Burkina Faso,Sierra Leone,49766.38723,Burkina Faso,Sierra Leone,8
Burkina Faso,Slovakia,11822.20156,Burkina Faso,Slovakia,1
Burkina Faso,Slovenia,28588.14316,Burkina Faso,Slovenia,5
Burkina Faso,Spain,5039396.037,Burkina Faso,Spain,1547
Burkina Faso,Sweden,433883.8258,Burkina Faso,Sweden,89
Burkina Faso,Switzerland,3649121.464,Burkina Faso,Switzerland,731
Burkina Faso,Togo,0,Burkina Faso,Togo,13765
Burundi,Australia,563365.1601,Burundi,Australia,2789
Burundi,Austria,28588.87012,Burundi,Austria,99
Burundi,Belgium,759274.2926,Burundi,Belgium,8485
Burundi,Bolivia (Plurinational State of),0,Burundi,Bolivia (Plurinational State of),
Burundi,Brazil,3194.809003,Burundi,Brazil,27
Burundi,Bulgaria,2938.294668,Burundi,Bulgaria,18
Burundi,Canada,1444395.686,Burundi,Canada,9119
Burundi,Cyprus,1139.798012,Burundi,Cyprus,1
Burundi,Democratic Republic of the Congo,1335611.003,Burundi,Democratic Republic of the Congo,59145
Burundi,Denmark,163998.5879,Burundi,Denmark,539
Burundi,Dominican Republic,601.7978574,Burundi,Dominican Republic,3
Burundi,Egypt,1723.858483,Burundi,Egypt,35
Burundi,Eritrea,65953.58378,Burundi,Eritrea,913
Burundi,Ethiopia,2853.96232,Burundi,Ethiopia,166
Burundi,Finland,13247.63593,Burundi,Finland,76
Burundi,France,495400.0904,Burundi,France,2133
Burundi,Gabon,26033.19439,Burundi,Gabon,166
Burundi,Germany,213944.2555,Burundi,Germany,776
Burundi,Greece,6051.265849,Burundi,Greece,133
Burundi,Guinea,0,Burundi,Guinea,36
Burundi,Hungary,0,Burundi,Hungary,12
Burundi,Ireland,41414.59781,Burundi,Ireland,53
Burundi,Italy,207663.4926,Burundi,Italy,1216
Burundi,Kenya,184555.3261,Burundi,Kenya,15098
Burundi,Latvia,0,Burundi,Latvia,
Burundi,Luxembourg,2740.737088,Burundi,Luxembourg,98
Burundi,Malawi,318158.7713,Burundi,Malawi,10079
Burundi,Mozambique,0,Burundi,Mozambique,8388
Burundi,Namibia,0,Burundi,Namibia,406
Burundi,Netherlands,769605.8874,Burundi,Netherlands,2185
Burundi,Norway,351692.7831,Burundi,Norway,1123
Burundi,Romania,0,Burundi,Romania,9
Burundi,Russian Federation,24033.69729,Burundi,Russian Federation,129
Burundi,Rwanda,4556651.351,Burundi,Rwanda,131063
Burundi,Slovakia,1329.589303,Burundi,Slovakia,4
Burundi,Slovenia,1159.400134,Burundi,Slovenia,3
Burundi,South Africa,693235.9008,Burundi,South Africa,7894
Burundi,Spain,0,Burundi,Spain,141
Burundi,Sweden,844228.3222,Burundi,Sweden,3351
Burundi,Switzerland,201006.8966,Burundi,Switzerland,670
Burundi,Uganda,1352787.024,Burundi,Uganda,50652
Burundi,United Republic of Tanzania,18387267.67,Burundi,United Republic of Tanzania,222115
Burundi,Zambia,174788.6848,Burundi,Zambia,7018
Cabo Verde,Angola,8063971.519,Cabo Verde,Angola,9215
Cabo Verde,Argentina,77924.17159,Cabo Verde,Argentina,24
Cabo Verde,Australia,30108.84043,Cabo Verde,Australia,42
Cabo Verde,Austria,56021.38846,Cabo Verde,Austria,54
Cabo Verde,Belgium,0,Cabo Verde,Belgium,919
Cabo Verde,Bolivia (Plurinational State of),107273.4545,Cabo Verde,Bolivia (Plurinational State of),141
Cabo Verde,Brazil,1303553.925,Cabo Verde,Brazil,1516
Cabo Verde,Bulgaria,7871.111538,Cabo Verde,Bulgaria,5
Cabo Verde,Canada,330235.0343,Cabo Verde,Canada,175
Cabo Verde,Côte d'Ivoire,0,Cabo Verde,Côte d'Ivoire,374
Cabo Verde,Denmark,39445.2002,Cabo Verde,Denmark,35
Cabo Verde,Dominican Republic,4293.616557,Cabo Verde,Dominican Republic,3
Cabo Verde,Estonia,0,Cabo Verde,Estonia,
Cabo Verde,Finland,13477.34485,Cabo Verde,Finland,13
Cabo Verde,France,29372179.38,Cabo Verde,France,25501
Cabo Verde,Greece,45728.3652,Cabo Verde,Greece,12
Cabo Verde,Guinea,59356.25724,Cabo Verde,Guinea,31
Cabo Verde,Guinea-Bissau,490866.8257,Cabo Verde,Guinea-Bissau,403
Cabo Verde,Hungary,0,Cabo Verde,Hungary,19
Cabo Verde,Iceland,55381.29825,Cabo Verde,Iceland,54
Cabo Verde,Ireland,26164.33068,Cabo Verde,Ireland,3
Cabo Verde,Italy,8246730.479,Cabo Verde,Italy,6366
Cabo Verde,Latvia,0,Cabo Verde,Latvia,
Cabo Verde,Luxembourg,2718582.515,Cabo Verde,Luxembourg,7108
Cabo Verde,Mozambique,6268209.197,Cabo Verde,Mozambique,6819
Cabo Verde,Netherlands,17005864.9,Cabo Verde,Netherlands,12091
Cabo Verde,Norway,584824.7843,Cabo Verde,Norway,406
Cabo Verde,Philippines,131826.1901,Cabo Verde,Philippines,139
Cabo Verde,Portugal,75766491.27,Cabo Verde,Portugal,68299
Cabo Verde,Romania,1164.984537,Cabo Verde,Romania,82
Cabo Verde,Russian Federation,52239.43635,Cabo Verde,Russian Federation,43
Cabo Verde,Sao Tome and Principe,0,Cabo Verde,Sao Tome and Principe,1220
Cabo Verde,Sierra Leone,4710.814066,Cabo Verde,Sierra Leone,88
Cabo Verde,Slovenia,5014.240221,Cabo Verde,Slovenia,3
Cabo Verde,Spain,5580416.395,Cabo Verde,Spain,5999
Cabo Verde,Sweden,515425.6765,Cabo Verde,Sweden,419
Cabo Verde,Switzerland,3155760.954,Cabo Verde,Switzerland,2806
Cabo Verde,Togo,0,Cabo Verde,Togo,39
Cabo Verde,United States of America,56504561.52,Cabo Verde,United States of America,36082
Cambodia,Argentina,17420.64725,Cambodia,Argentina,20
Cambodia,Australia,14225868.65,Cambodia,Australia,38969
Cambodia,Austria,407946.2066,Cambodia,Austria,886
Cambodia,Bangladesh,4513860.538,Cambodia,Bangladesh,19259
Cambodia,Belgium,0,Cambodia,Belgium,1502
Cambodia,Brazil,8136.845364,Cambodia,Brazil,35
Cambodia,Bulgaria,4808.839056,Cambodia,Bulgaria,13
Cambodia,Canada,9673826.678,Cambodia,Canada,25111
Cambodia,Costa Rica,3057.935838,Cambodia,Costa Rica,3
Cambodia,Denmark,101702.9661,Cambodia,Denmark,288
Cambodia,Dominican Republic,48865.47773,Cambodia,Dominican Republic,126
Cambodia,Estonia,1445.342947,Cambodia,Estonia,6
Cambodia,Finland,112284.4298,Cambodia,Finland,320
Cambodia,France,26369645.14,Cambodia,France,72465
Cambodia,Germany,452643.3452,Cambodia,Germany,2987
Cambodia,Greece,0,Cambodia,Greece,19
Cambodia,Guinea,0,Cambodia,Guinea,7
Cambodia,Hungary,27869.58273,Cambodia,Hungary,88
Cambodia,Iceland,890.1468484,Cambodia,Iceland,1
Cambodia,Ireland,19293.34608,Cambodia,Ireland,11
Cambodia,Italy,530739.4855,Cambodia,Italy,1385
Cambodia,Japan,1134348.354,Cambodia,Japan,4199
Cambodia,Lao People's Democratic Republic,302844.3089,Cambodia,Lao People's Democratic Republic,3667
Cambodia,Liechtenstein,0,Cambodia,Liechtenstein,2
Cambodia,Lithuania,0,Cambodia,Lithuania,4
Cambodia,Luxembourg,517.9599281,Cambodia,Luxembourg,69
Cambodia,Malaysia,6087735.91,Cambodia,Malaysia,16384
Cambodia,Netherlands,312642.8518,Cambodia,Netherlands,821
Cambodia,New Caledonia,308861.8965,Cambodia,New Caledonia,584
Cambodia,New Zealand,2593457.275,Cambodia,New Zealand,7931
Cambodia,Norway,185209.7044,Cambodia,Norway,472
Cambodia,Philippines,10945.8049,Cambodia,Philippines,40
Cambodia,Poland,9880.856129,Cambodia,Poland,33
Cambodia,Republic of Korea,5634099.271,Cambodia,Republic of Korea,54573
Cambodia,Romania,1349.494637,Cambodia,Romania,14
Cambodia,Russian Federation,37258.84209,Cambodia,Russian Federation,112
Cambodia,Slovakia,2556.155764,Cambodia,Slovakia,10
Cambodia,Slovenia,1497.966124,Cambodia,Slovenia,3
Cambodia,Spain,0,Cambodia,Spain,125
Cambodia,Sweden,246358.9563,Cambodia,Sweden,717
Cambodia,Switzerland,1231730.195,Cambodia,Switzerland,2533
Cambodia,Thailand,230494746.9,Cambodia,Thailand,691776
Cambodia,United States of America,80330351.89,Cambodia,United States of America,154891
Cambodia,Viet Nam,628865.5214,Cambodia,Viet Nam,1043
Cameroon,Latvia,0,Cameroon,Latvia,4
Cameroon,Liechtenstein,0,Cameroon,Liechtenstein,3
Cameroon,Lithuania,0,Cameroon,Lithuania,30
Cameroon,Luxembourg,73836.7908,Cameroon,Luxembourg,1234
Cameroon,Mali,312937.822,Cameroon,Mali,2084
Cameroon,Mauritania,421247.551,Cameroon,Mauritania,428
Cameroon,Mexico,30468.82695,Cameroon,Mexico,44
Cameroon,Namibia,0,Cameroon,Namibia,122
Cameroon,Netherlands,1893434.329,Cameroon,Netherlands,1992
Cameroon,Niger,207020.4053,Cameroon,Niger,531
Cameroon,Nigeria,25702117.25,Cameroon,Nigeria,52489
Cameroon,Norway,690140.4189,Cameroon,Norway,814
Cameroon,Poland,30511.51535,Cameroon,Poland,47
Cameroon,Portugal,60131.79544,Cameroon,Portugal,82
Cameroon,Romania,3638.846151,Cameroon,Romania,367
Cameroon,Russian Federation,234548.1997,Cameroon,Russian Federation,332
Cameroon,Senegal,375525.3864,Cameroon,Senegal,1050
Cameroon,Slovakia,5533.587602,Cameroon,Slovakia,15
Cameroon,Slovenia,20289.47211,Cameroon,Slovenia,21
Cameroon,South Africa,1534301.145,Cameroon,South Africa,2974
Cameroon,Spain,4909619.753,Cameroon,Spain,6990
Cameroon,Sweden,1274334.577,Cameroon,Sweden,1703
Cameroon,Switzerland,7520463.858,Cameroon,Switzerland,8044
Cameroon,Togo,0,Cameroon,Togo,702
Cameroon,Tunisia,0,Cameroon,Tunisia,758
Cameroon,United States of America,49533184.31,Cameroon,United States of America,70087
Cameroon,Zambia,4482.333144,Cameroon,Zambia,299
Cameroon,Australia,256212.3973,Cameroon,Australia,548
Cameroon,Austria,606641.7982,Cameroon,Austria,793
Cameroon,Belgium,14179382,Cameroon,Belgium,21165
Cameroon,Bolivia (Plurinational State of),4429.63813,Cameroon,Bolivia (Plurinational State of),13
Cameroon,Brazil,91816.23935,Cameroon,Brazil,175
Cameroon,Bulgaria,6209.178686,Cameroon,Bulgaria,24
Cameroon,Canada,3813586.231,Cameroon,Canada,19996
Cameroon,Chad,13286377.04,Cameroon,Chad,35635
Cameroon,Congo,4424761.906,Cameroon,Congo,11225
Cameroon,Costa Rica,18383.84993,Cameroon,Costa Rica,11
Cameroon,Cyprus,53837.90192,Cameroon,Cyprus,1885
Cameroon,Denmark,665455.8792,Cameroon,Denmark,846
Cameroon,Dominican Republic,2572.178355,Cameroon,Dominican Republic,23
Cameroon,Ecuador,40510.22577,Cameroon,Ecuador,46
Cameroon,Egypt,56274.53435,Cameroon,Egypt,126
Cameroon,Equatorial Guinea,500301.5899,Cameroon,Equatorial Guinea,957
Cameroon,Estonia,1563.728232,Cameroon,Estonia,80
Cameroon,Finland,596867.9699,Cameroon,Finland,1094
Cameroon,France,68620828.2,Cameroon,France,92983
Cameroon,Gabon,32169796.17,Cameroon,Gabon,50906
Cameroon,Germany,14175995.16,Cameroon,Germany,22074
Cameroon,Ghana,67269.28162,Cameroon,Ghana,132
Cameroon,Greece,192516.2493,Cameroon,Greece,1545
Cameroon,Guinea,0,Cameroon,Guinea,187
Cameroon,Hungary,164064.183,Cameroon,Hungary,322
Cameroon,Iceland,8739.97843,Cameroon,Iceland,5
Cameroon,Ireland,940210.0745,Cameroon,Ireland,395
Cameroon,Italy,8462345.426,Cameroon,Italy,15613
Canada,Albania,69791.61037,Canada,Albania,849
Canada,Antigua and Barbuda,414817.7405,Canada,Antigua and Barbuda,453
Canada,Argentina,2026905.642,Canada,Argentina,535
Canada,Australia,46827693.41,Canada,Australia,58843
Canada,Austria,2481761.36,Canada,Austria,2613
Canada,Bahamas,1264112.83,Canada,Bahamas,1679
Canada,Barbados,882716.4241,Canada,Barbados,695
Canada,Belarus,144498.1229,Canada,Belarus,152
Canada,Belgium,5786623.463,Canada,Belgium,5075
Canada,Belize,759843.8707,Canada,Belize,914
Canada,Bermuda,2293425.904,Canada,Bermuda,2032
Canada,Bhutan,40302.19754,Canada,Bhutan,37
Canada,Bolivia (Plurinational State of),1085210.392,Canada,Bolivia (Plurinational State of),1536
Canada,Botswana,373532.5626,Canada,Botswana,185
Canada,Brazil,1580632.528,Canada,Brazil,2014
Canada,Bulgaria,250660.0091,Canada,Bulgaria,753
Canada,Cambodia,43251.13882,Canada,Cambodia,43
Canada,Cameroon,900410.0718,Canada,Cameroon,207
Canada,Cayman Islands,1876222.864,Canada,Cayman Islands,1619
Canada,Central African Republic,100264.0036,Canada,Central African Republic,195
Canada,China,19649778.75,Canada,China,6691
Canada,Colombia,942678.2302,Canada,Colombia,1715
Canada,Costa Rica,2794613.356,Canada,Costa Rica,1689
Canada,Croatia,742150.223,Canada,Croatia,943
Canada,Cuba,61927.76695,Canada,Cuba,25
Canada,Curaçao,86502.27764,Canada,Curaçao,103
Canada,Cyprus,1740858.338,Canada,Cyprus,1494
Canada,Denmark,3704342.229,Canada,Denmark,4008
Canada,Dominica,167106.6727,Canada,Dominica,186
Canada,Dominican Republic,4841178.607,Canada,Dominican Republic,1267
Canada,Ecuador,3351963.259,Canada,Ecuador,2447
Canada,Egypt,1153036.042,Canada,Egypt,636
Canada,El Salvador,238864.244,Canada,El Salvador,248
Canada,Estonia,101246.9841,Canada,Estonia,209
Canada,Finland,1690726.336,Canada,Finland,1655
Canada,France,24947060.28,Canada,France,29442
Canada,French Polynesia,151378.9859,Canada,French Polynesia,128
Canada,Gabon,273268.5589,Canada,Gabon,291
Canada,Germany,21700138.68,Canada,Germany,21849
Canada,Ghana,314553.7369,Canada,Ghana,323
Canada,Greece,1256248.987,Canada,Greece,12862
Canada,Greenland,17885.00596,Canada,Greenland,14
Canada,Grenada,335196.3259,Canada,Grenada,225
Canada,Guatemala,371566.6017,Canada,Guatemala,426
Canada,Guinea,185783.3009,Canada,Guinea,42
Canada,Guinea-Bissau,53080.9431,Canada,Guinea-Bissau,41
Canada,Guyana,399090.0537,Canada,Guyana,235
Canada,Haiti,1231674.476,Canada,Haiti,617
Canada,Honduras,246728.0874,Canada,Honduras,355
Canada,Hungary,2225467.689,Canada,Hungary,2914
Canada,Iceland,279117.878,Canada,Iceland,366
Canada,India,1644526.256,Canada,India,4255
Canada,Indonesia,1843088.302,Canada,Indonesia,2253
Canada,Ireland,4649750.706,Canada,Ireland,6102
Canada,Isle of Man,183068.1303,Canada,Isle of Man,158
Canada,Israel,8134163.04,Canada,Israel,7896
Canada,Italy,26828484.82,Canada,Italy,25202
Canada,Jamaica,1945318.267,Canada,Jamaica,1338
Canada,Japan,13665393.91,Canada,Japan,10869
Canada,Jordan,279166.4415,Canada,Jordan,326
Canada,Latvia,129753.4165,Canada,Latvia,177
Canada,Liberia,12778.74556,Canada,Liberia,42
Canada,Libya,2746447.315,Canada,Libya,3041
Canada,Liechtenstein,0,Canada,Liechtenstein,16
Canada,Lithuania,67825.64952,Canada,Lithuania,38
Canada,Luxembourg,259390.9175,Canada,Luxembourg,785
Canada,Maldives,87485.25807,Canada,Maldives,101
Canada,Malta,2099646.194,Canada,Malta,5317
Canada,Mauritania,112059.7688,Canada,Mauritania,53
Canada,Mauritius,97315.06235,Canada,Mauritius,35
Canada,Mexico,8975594.286,Canada,Mexico,10394
Canada,Mongolia,132702.3578,Canada,Mongolia,164
Canada,Montenegro,0,Canada,Montenegro,68
Canada,Namibia,0,Canada,Namibia,196
Canada,Netherlands,9630152.399,Canada,Netherlands,10955
Canada,New Zealand,9413020.576,Canada,New Zealand,14974
Canada,Nicaragua,255574.9112,Canada,Nicaragua,262
Canada,Norway,3051084.634,Canada,Norway,3354
Canada,Panama,1525585.624,Canada,Panama,2171
Canada,Papua New Guinea,270319.6176,Canada,Papua New Guinea,235
Canada,Paraguay,1057686.94,Canada,Paraguay,2471
Canada,Peru,1399764.129,Canada,Peru,5714
Canada,Philippines,5504690.396,Canada,Philippines,5922
Canada,Poland,3109167.093,Canada,Poland,3891
Canada,Portugal,7388080.895,Canada,Portugal,8344
Canada,Puerto Rico,153344.9467,Canada,Puerto Rico,51
Canada,Republic of Korea,18330619.02,Canada,Republic of Korea,19435
Canada,Romania,562264.8047,Canada,Romania,760
Canada,Russian Federation,531792.4114,Canada,Russian Federation,556
Canada,Saint Lucia,239847.2244,Canada,Saint Lucia,245
Canada,Saint Vincent and the Grenadines,428579.4665,Canada,Saint Vincent and the Grenadines,173
Canada,Samoa,12778.74556,Canada,Samoa,7
Canada,Serbia,335196.3259,Canada,Serbia,622
Canada,Sierra Leone,30472.39326,Canada,Sierra Leone,16
Canada,Singapore,4464373.996,Canada,Singapore,4445
Canada,Sint Maarten (Dutch part),37353.25626,Canada,Sint Maarten (Dutch part),39
Canada,Slovakia,481660.4096,Canada,Slovakia,613
Canada,Slovenia,2595068.329,Canada,Slovenia,390
Canada,South Africa,3022664.815,Canada,South Africa,6859
Canada,Spain,5748469.542,Canada,Spain,9343
Canada,Sri Lanka,0,Canada,Sri Lanka,251
Canada,Sweden,3429353.146,Canada,Sweden,4205
Canada,Switzerland,12442652.13,Canada,Switzerland,12189
Canada,Tajikistan,0,Canada,Tajikistan,47
Canada,Thailand,5751418.483,Canada,Thailand,779
Canada,Togo,0,Canada,Togo,47
Canada,Trinidad and Tobago,0,Canada,Trinidad and Tobago,1972
Canada,Turkey,2078020.624,Canada,Turkey,1959
Canada,Turks and Caicos Islands,449222.0555,Canada,Turks and Caicos Islands,521
Canada,Uganda,231000.4005,Canada,Uganda,221
Canada,United Republic of Tanzania,3688142.565,Canada,United Republic of Tanzania,261
Canada,United States of America,878743657,Canada,United States of America,793897
Canada,Uruguay,356821.8953,Canada,Uruguay,372
Canada,Venezuela (Bolivarian Republic of),909256.8957,Canada,Venezuela (Bolivarian Republic of),1070
Canada,Viet Nam,129753.4165,Canada,Viet Nam,1532
Canada,Zambia,86502.27764,Canada,Zambia,246
Cayman Islands,Australia,0,Cayman Islands,Australia,160
Cayman Islands,Austria,0,Cayman Islands,Austria,6
Cayman Islands,Bahamas,0,Cayman Islands,Bahamas,23
Cayman Islands,Belgium,0,Cayman Islands,Belgium,
Cayman Islands,Bulgaria,0,Cayman Islands,Bulgaria,3
Cayman Islands,Canada,0,Cayman Islands,Canada,289
Cayman Islands,Costa Rica,0,Cayman Islands,Costa Rica,9
Cayman Islands,Greece,0,Cayman Islands,Greece,
Cayman Islands,Honduras,0,Cayman Islands,Honduras,91
Cayman Islands,Hungary,0,Cayman Islands,Hungary,2
Cayman Islands,Ireland,0,Cayman Islands,Ireland,26
Cayman Islands,Netherlands,0,Cayman Islands,Netherlands,19
Cayman Islands,Norway,0,Cayman Islands,Norway,3
Cayman Islands,Romania,0,Cayman Islands,Romania,2
Cayman Islands,Saint Lucia,0,Cayman Islands,Saint Lucia,8
Cayman Islands,Slovakia,0,Cayman Islands,Slovakia,1
Central African Republic,Australia,0,Central African Republic,Australia,42
Central African Republic,Austria,0,Central African Republic,Austria,26
Central African Republic,Belgium,0,Central African Republic,Belgium,498
Central African Republic,Bolivia (Plurinational State of),0,Central African Republic,Bolivia (Plurinational State of),71
Central African Republic,Brazil,0,Central African Republic,Brazil,13
Central African Republic,Cameroon,0,Central African Republic,Cameroon,303005
Central African Republic,Canada,0,Central African Republic,Canada,1134
Central African Republic,Chad,0,Central African Republic,Chad,101662
Central African Republic,Congo,0,Central African Republic,Congo,32481
Central African Republic,Costa Rica,0,Central African Republic,Costa Rica,6
Central African Republic,Cyprus,0,Central African Republic,Cyprus,13
Central African Republic,Democratic Republic of the Congo,0,Central African Republic,Democratic Republic of the Congo,323269
Central African Republic,Denmark,0,Central African Republic,Denmark,30
Central African Republic,Dominican Republic,0,Central African Republic,Dominican Republic,140
Central African Republic,Egypt,0,Central African Republic,Egypt,57
Central African Republic,Estonia,0,Central African Republic,Estonia,
Central African Republic,Finland,0,Central African Republic,Finland,7
Central African Republic,France,0,Central African Republic,France,19125
Central African Republic,Greece,0,Central African Republic,Greece,399
Central African Republic,Guinea,0,Central African Republic,Guinea,16
Central African Republic,Hungary,0,Central African Republic,Hungary,14
Central African Republic,Ireland,0,Central African Republic,Ireland,7
Central African Republic,Italy,0,Central African Republic,Italy,290
Central African Republic,Latvia,0,Central African Republic,Latvia,
Central African Republic,Luxembourg,0,Central African Republic,Luxembourg,35
Central African Republic,Mali,0,Central African Republic,Mali,1299
Central African Republic,Netherlands,0,Central African Republic,Netherlands,76
Central African Republic,Norway,0,Central African Republic,Norway,26
Central African Republic,Romania,0,Central African Republic,Romania,28
Central African Republic,Russian Federation,0,Central African Republic,Russian Federation,89
Central African Republic,Senegal,0,Central African Republic,Senegal,723
Central African Republic,Slovakia,0,Central African Republic,Slovakia,1
Central African Republic,Slovenia,0,Central African Republic,Slovenia,1
Central African Republic,South Africa,0,Central African Republic,South Africa,140
Central African Republic,South Sudan,0,Central African Republic,South Sudan,4690
Central African Republic,Spain,0,Central African Republic,Spain,217
Central African Republic,Sudan,0,Central African Republic,Sudan,25962
Central African Republic,Sweden,0,Central African Republic,Sweden,161
Central African Republic,Switzerland,0,Central African Republic,Switzerland,234
Central African Republic,Togo,0,Central African Republic,Togo,377
Chad,Angola,0,Chad,Angola,1889
Chad,Australia,0,Chad,Australia,63
Chad,Austria,0,Chad,Austria,18
Chad,Bahrain,0,Chad,Bahrain,562
Chad,Belgium,0,Chad,Belgium,545
Chad,Benin,0,Chad,Benin,1042
Chad,Bolivia (Plurinational State of),0,Chad,Bolivia (Plurinational State of),
Chad,Bulgaria,0,Chad,Bulgaria,4
Chad,Cameroon,0,Chad,Cameroon,27852
Chad,Canada,0,Chad,Canada,1716
Chad,Central African Republic,0,Chad,Central African Republic,10608
Chad,Congo,0,Chad,Congo,10494
Chad,Denmark,0,Chad,Denmark,25
Chad,Dominican Republic,0,Chad,Dominican Republic,3
Chad,Egypt,0,Chad,Egypt,334
Chad,Finland,0,Chad,Finland,11
Chad,France,0,Chad,France,8484
Chad,Gabon,0,Chad,Gabon,4543
Chad,Germany,0,Chad,Germany,909
Chad,Ghana,0,Chad,Ghana,15
Chad,Greece,0,Chad,Greece,16
Chad,Guinea,0,Chad,Guinea,372
Chad,Hungary,0,Chad,Hungary,5
Chad,Iceland,0,Chad,Iceland,1
Chad,Ireland,0,Chad,Ireland,9
Chad,Italy,0,Chad,Italy,578
Chad,Jordan,0,Chad,Jordan,25
Chad,Kuwait,0,Chad,Kuwait,1414
Chad,Libya,0,Chad,Libya,918
Chad,Luxembourg,0,Chad,Luxembourg,12
Chad,Mali,0,Chad,Mali,694
Chad,Mauritania,0,Chad,Mauritania,54
Chad,Netherlands,0,Chad,Netherlands,99
Chad,Niger,0,Chad,Niger,1459
Chad,Nigeria,0,Chad,Nigeria,31261
Chad,Norway,0,Chad,Norway,31
Chad,Qatar,0,Chad,Qatar,520
Chad,Romania,0,Chad,Romania,29
Chad,Russian Federation,0,Chad,Russian Federation,150
Chad,Sierra Leone,0,Chad,Sierra Leone,
Chad,Slovakia,0,Chad,Slovakia,133
Chad,Slovenia,0,Chad,Slovenia,
Chad,South Sudan,0,Chad,South Sudan,5315
Chad,Spain,0,Chad,Spain,163
Chad,Sudan,0,Chad,Sudan,103065
Chad,Sweden,0,Chad,Sweden,136
Chad,Switzerland,0,Chad,Switzerland,310
Chad,Togo,0,Chad,Togo,718
